time,price,Bearish,Bullish,Neutral
2023-08-04,253.8600006103516,0.0,0.0,0.0
2023-08-07,251.4499969482422,2.0,1.0,0.0
2023-08-08,249.6999969482422,1.0,0.0,0.0
2023-08-09,242.19000244140625,0.0,0.0,0.0
2023-08-10,245.33999633789065,0.0,0.0,0.0
2023-08-11,242.6499938964844,1.0,0.0,3.0
2023-08-14,239.75999450683597,2.0,0.0,0.0
2023-08-15,232.9600067138672,1.0,2.0,0.0
2023-08-16,225.6000061035156,0.0,1.0,0.0
2023-08-17,219.22000122070312,0.0,0.0,1.0
2023-08-18,215.4900054931641,0.0,0.0,0.0
2023-08-21,231.27999877929688,0.0,0.0,1.0
2023-08-22,233.19000244140625,0.0,0.0,0.0
2023-08-23,236.8600006103516,1.0,1.0,0.0
2023-08-24,230.0399932861328,0.0,0.0,1.0
2023-08-25,238.58999633789065,0.0,1.0,0.0
2023-08-28,238.82000732421875,0.0,0.0,1.0
2023-08-29,257.17999267578125,0.0,0.0,1.0
2023-08-30,256.8999938964844,2.0,1.0,0.0
2023-08-31,258.0799865722656,0.0,0.0,0.0
2023-09-01,245.00999450683597,0.0,1.0,0.0
2023-09-05,256.489990234375,0.0,1.0,0.0
2023-09-06,251.9199981689453,1.0,0.0,1.0
2023-09-07,251.4900054931641,0.0,0.0,0.0
2023-09-08,248.5,0.0,1.0,1.0
2023-09-11,273.5799865722656,0.0,2.0,1.0
2023-09-12,267.4800109863281,0.0,1.0,0.0
2023-09-13,271.29998779296875,0.0,0.0,1.0
2023-09-14,276.0400085449219,1.0,0.0,0.0
2023-09-15,274.3900146484375,1.0,1.0,0.0
2023-09-18,265.2799987792969,0.0,2.0,2.0
2023-09-19,266.5,0.0,1.0,1.0
2023-09-20,262.5899963378906,0.0,0.0,0.0
2023-09-21,255.6999969482422,0.0,1.0,0.0
2023-09-22,244.8800048828125,0.0,0.0,2.0
2023-09-25,246.9900054931641,1.0,1.0,1.0
2023-09-26,244.1199951171875,1.0,0.0,0.0
2023-09-27,240.5,0.0,0.0,2.0
2023-09-28,246.3800048828125,1.0,0.0,0.0
2023-09-29,250.22000122070312,0.0,0.0,0.0
2023-10-02,251.6000061035156,1.0,3.0,0.0
2023-10-03,246.52999877929688,1.0,1.0,0.0
2023-10-04,261.1600036621094,0.0,0.0,1.0
2023-10-05,260.04998779296875,1.0,1.0,0.0
2023-10-06,260.5299987792969,2.0,0.0,1.0
2023-10-09,259.6700134277344,1.0,0.0,2.0
2023-10-10,263.6199951171875,1.0,0.0,1.0
2023-10-11,262.989990234375,0.0,0.0,1.0
2023-10-12,258.8699951171875,0.0,1.0,0.0
2023-10-13,251.1199951171875,1.0,0.0,2.0
2023-10-16,253.9199981689453,0.0,0.0,3.0
2023-10-17,254.8500061035156,0.0,0.0,2.0
2023-10-18,242.67999267578125,2.0,0.0,2.0
2023-10-19,220.1100006103516,4.0,2.0,1.0
2023-10-20,211.9900054931641,0.0,0.0,0.0
2023-10-23,212.0800018310547,1.0,1.0,1.0
2023-10-24,216.5200042724609,0.0,0.0,1.0
2023-10-25,212.4199981689453,0.0,0.0,1.0
2023-10-26,205.75999450683597,0.0,1.0,1.0
2023-10-27,207.3000030517578,0.0,1.0,1.0
2023-10-30,197.3600006103516,1.0,1.0,0.0
2023-10-31,200.83999633789065,1.0,1.0,1.0
2023-11-01,205.66000366210935,1.0,2.0,0.0
2023-11-02,218.50999450683597,0.0,1.0,0.0
2023-11-03,219.9600067138672,0.0,0.0,2.0
2023-11-06,219.2700042724609,0.0,1.0,1.0
2023-11-07,222.17999267578125,1.0,2.0,0.0
2023-11-08,222.1100006103516,0.0,1.0,0.0
2023-11-09,209.97999572753903,2.0,0.0,3.0
2023-11-10,214.6499938964844,1.0,0.0,0.0
2023-11-13,223.7100067138672,0.0,1.0,1.0
2023-11-14,237.41000366210935,0.0,0.0,1.0
2023-11-15,242.83999633789065,0.0,0.0,4.0
2023-11-16,233.58999633789065,0.0,0.0,0.0
2023-11-17,234.3000030517578,0.0,0.0,2.0
2023-11-20,235.6000061035156,0.0,0.0,1.0
2023-11-21,241.1999969482422,0.0,0.0,0.0
2023-11-22,234.2100067138672,2.0,0.0,2.0
2023-11-24,235.4499969482422,0.0,1.0,2.0
2023-11-27,236.0800018310547,2.0,0.0,0.0
2023-11-28,246.72000122070312,0.0,1.0,1.0
2023-11-29,244.13999938964844,1.0,0.0,4.0
2023-11-30,240.0800018310547,0.0,1.0,1.0
2023-12-01,238.8300018310547,0.0,1.0,0.0
2023-12-04,235.5800018310547,1.0,0.0,0.0
2023-12-05,238.72000122070312,2.0,1.0,0.0
2023-12-06,239.3699951171875,0.0,1.0,4.0
2023-12-07,242.63999938964844,1.0,0.0,1.0
