time,price,Bearish,Bullish,Neutral
2023-09-08,297.8900146484375,0.0,0.0,2.0
2023-09-11,307.5599975585937,0.0,1.0,1.0
2023-09-12,301.6600036621094,1.0,0.0,0.0
2023-09-13,305.0599975585937,0.0,1.0,2.0
2023-09-14,311.7200012207031,0.0,0.0,0.0
2023-09-15,300.3099975585937,0.0,0.0,1.0
2023-09-18,302.54998779296875,0.0,0.0,1.0
2023-09-19,305.07000732421875,1.0,1.0,1.0
2023-09-20,299.6700134277344,0.0,2.0,2.0
2023-09-21,295.7300109863281,0.0,0.0,2.0
2023-09-22,299.0799865722656,0.0,1.0,0.0
2023-09-25,300.8299865722656,0.0,1.0,1.0
2023-09-26,298.9599914550781,0.0,0.0,1.0
2023-09-27,297.739990234375,0.0,2.0,0.0
2023-09-28,303.9599914550781,0.0,1.0,1.0
2023-09-29,300.2099914550781,1.0,1.0,0.0
2023-10-02,306.82000732421875,0.0,0.0,0.0
2023-10-03,300.94000244140625,3.0,1.0,1.0
2023-10-04,305.5799865722656,0.0,2.0,0.0
2023-10-05,304.7900085449219,1.0,1.0,1.0
2023-10-06,315.42999267578125,0.0,1.0,1.0
2023-10-09,318.3599853515625,0.0,0.0,2.0
2023-10-10,321.8399963378906,2.0,0.0,1.0
2023-10-11,327.82000732421875,1.0,0.0,2.0
2023-10-12,324.1600036621094,0.0,1.0,3.0
2023-10-13,314.69000244140625,0.0,0.0,2.0
2023-10-16,321.1499938964844,0.0,0.0,1.0
2023-10-17,324.0,1.0,1.0,2.0
2023-10-18,316.9700012207031,1.0,0.0,3.0
2023-10-19,312.8099975585937,0.0,0.0,0.0
2023-10-20,308.6499938964844,0.0,2.0,1.0
2023-10-23,314.010009765625,0.0,1.0,1.0
2023-10-24,312.54998779296875,1.0,1.0,2.0
2023-10-25,299.5299987792969,1.0,3.0,1.0
2023-10-26,288.3500061035156,2.0,0.0,4.0
2023-10-27,296.7300109863281,2.0,0.0,2.0
2023-10-30,302.6600036621094,0.0,1.0,2.0
2023-10-31,301.2699890136719,1.0,0.0,5.0
2023-11-01,311.8500061035156,1.0,0.0,1.0
2023-11-02,310.8699951171875,0.0,0.0,1.0
2023-11-03,314.6000061035156,0.0,0.0,3.0
2023-11-06,315.79998779296875,1.0,0.0,4.0
2023-11-07,318.82000732421875,2.0,0.0,0.0
2023-11-08,319.7799987792969,0.0,0.0,2.0
2023-11-09,320.54998779296875,0.0,2.0,1.0
2023-11-10,328.7699890136719,0.0,2.0,1.0
2023-11-13,329.19000244140625,0.0,1.0,2.0
2023-11-14,336.3099975585937,4.0,0.0,3.0
2023-11-15,332.7099914550781,2.0,1.0,5.0
2023-11-16,334.19000244140625,0.0,0.0,1.0
2023-11-17,335.0400085449219,1.0,1.0,3.0
2023-11-20,339.9700012207031,0.0,0.0,2.0
2023-11-21,336.9800109863281,0.0,1.0,1.0
2023-11-22,341.489990234375,0.0,0.0,2.0
2023-11-24,338.2300109863281,0.0,0.0,1.0
2023-11-27,334.70001220703125,0.0,1.0,2.0
2023-11-28,338.989990234375,2.0,0.0,2.0
2023-11-29,332.20001220703125,1.0,0.0,2.0
2023-11-30,327.1499938964844,2.0,0.0,0.0
2023-12-01,324.82000732421875,0.0,0.0,1.0
2023-12-04,320.0199890136719,3.0,1.0,1.0
2023-12-05,318.2900085449219,0.0,1.0,1.0
2023-12-06,317.45001220703125,2.0,0.0,3.0
2023-12-07,326.5899963378906,0.0,2.0,3.0
