date,value
2021/9/30,13.757
2021/12/31,17.719
2022/3/31,18.756
2022/6/30,16.934
2022/9/30,21.454
2022/12/31,24.318
2023/3/31,23.329
2023/6/30,24.927
2023/9/30,23.35
