date,value
2021/9/30,45.317
2021/12/31,51.728
2022/3/31,49.36
2022/6/30,51.865
2022/9/30,50.122
2022/12/31,52.747
2023/3/31,52.857
2023/6/30,56.189
2023/9/30,56.517
