date,value
2021/9/30,110.812
2021/12/31,137.412
2022/3/31,116.444
2022/6/30,121.234
2022/9/30,127.101
2022/12/31,149.204
2023/3/31,127.358
2023/6/30,134.383
2023/9/30,143.083
