date,value
2021/9/30,23.239
2021/12/31,27.323
2022/3/31,21.903
2022/6/30,23.63
2022/9/30,21.998
2022/12/31,23.829
2023/3/31,22.537
2023/6/30,26.054
2023/9/30,27.936
