date,value
2021/9/30,64.874
2021/12/31,74.941
2022/3/31,67.293
2022/6/30,69.117
2022/9/30,68.245
2022/12/31,75.153
2023/3/31,69.415
2023/6/30,74.316
2023/9/30,76.395
